,0,1,2
6360,C:\Users\dhiae\RANZ_kaggle\data\-2.8866000175476074__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev808;1.png,1,20.0
3399,C:\Users\dhiae\RANZ_kaggle\data\-1.071121335029602__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev405;1.png,0,3.0
6612,C:\Users\dhiae\RANZ_kaggle\data\-3.123699903488159__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev132;1.png,1,20.0
11525,C:\Users\dhiae\RANZ_kaggle\data\1.507200002670288__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev480;1.png,1,1.0
3573,C:\Users\dhiae\RANZ_kaggle\data\-1.1228358745574951__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev441;1.png,0,3.0
3444,C:\Users\dhiae\RANZ_kaggle\data\-1.0854219198226929__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev701;1.png,0,3.0
229,C:\Users\dhiae\RANZ_kaggle\data\-0.07930000126361847__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev227;1.png,1,1.0
4305,C:\Users\dhiae\RANZ_kaggle\data\-1.3522270917892456__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev246;1.png,0,30.0
8406,C:\Users\dhiae\RANZ_kaggle\data\0.5340640544891357__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev394;1.png,0,10.0
4431,C:\Users\dhiae\RANZ_kaggle\data\-1.3980000019073486__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev878;1.png,1,6.0
11583,C:\Users\dhiae\RANZ_kaggle\data\1.522674798965454__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev352;1.png,0,30.0
11236,C:\Users\dhiae\RANZ_kaggle\data\1.4163821935653687__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev281;1.png,0,3.0
11176,C:\Users\dhiae\RANZ_kaggle\data\1.3942700624465942__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev450;1.png,0,30.0
590,C:\Users\dhiae\RANZ_kaggle\data\-0.18440000712871552__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev377;1.png,1,1.0
4723,C:\Users\dhiae\RANZ_kaggle\data\-1.4904999732971191__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev585;1.png,1,1.0
4671,C:\Users\dhiae\RANZ_kaggle\data\-1.470679759979248__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev520;1.png,0,10.0
13166,C:\Users\dhiae\RANZ_kaggle\data\2.9244000911712646__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev287;1.png,1,20.0
3302,C:\Users\dhiae\RANZ_kaggle\data\-1.042850375175476__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev310;1.png,0,3.0
1490,C:\Users\dhiae\RANZ_kaggle\data\-0.4693780839443207__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev113;1.png,0,3.0
4652,C:\Users\dhiae\RANZ_kaggle\data\-1.4629000425338745__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev655;1.png,1,6.0
2155,C:\Users\dhiae\RANZ_kaggle\data\-0.6822996735572815__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev719;1.png,0,10.0
10598,C:\Users\dhiae\RANZ_kaggle\data\1.2105541229248047__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev988;1.png,0,3.0
3702,C:\Users\dhiae\RANZ_kaggle\data\-1.1628999710083008__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev862;1.png,1,1.0
12968,C:\Users\dhiae\RANZ_kaggle\data\2.7486000061035156__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev579;1.png,1,20.0
3321,C:\Users\dhiae\RANZ_kaggle\data\-1.0485137701034546__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev206;1.png,0,3.0
11883,C:\Users\dhiae\RANZ_kaggle\data\1.7424999475479126__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev933;1.png,1,1.0
8809,C:\Users\dhiae\RANZ_kaggle\data\0.6561110615730286__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev377;1.png,0,30.0
12033,C:\Users\dhiae\RANZ_kaggle\data\1.8808000087738037__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev619;1.png,1,1.0
9322,C:\Users\dhiae\RANZ_kaggle\data\0.8093591332435608__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev802;1.png,0,30.0
1494,C:\Users\dhiae\RANZ_kaggle\data\-0.46970000863075256__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev758;1.png,1,6.0
11924,C:\Users\dhiae\RANZ_kaggle\data\1.7812999486923218__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev131;1.png,1,6.0
6594,C:\Users\dhiae\RANZ_kaggle\data\-3.1064000129699707__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev141;1.png,1,1.0
10170,C:\Users\dhiae\RANZ_kaggle\data\1.0657999515533447__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev939;1.png,1,1.0
5502,C:\Users\dhiae\RANZ_kaggle\data\-2.0518999099731445__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev560;1.png,1,6.0
8242,C:\Users\dhiae\RANZ_kaggle\data\0.47691330313682556__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev660;1.png,0,30.0
10707,C:\Users\dhiae\RANZ_kaggle\data\1.242756962776184__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev254;1.png,0,3.0
3694,C:\Users\dhiae\RANZ_kaggle\data\-1.1599096059799194__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev687;1.png,0,10.0
531,C:\Users\dhiae\RANZ_kaggle\data\-0.1696999967098236__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev752;1.png,1,6.0
12286,C:\Users\dhiae\RANZ_kaggle\data\2.1152000427246094__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev560;1.png,1,1.0
2461,C:\Users\dhiae\RANZ_kaggle\data\-0.789268970489502__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev531;1.png,0,30.0
11415,C:\Users\dhiae\RANZ_kaggle\data\1.4756262302398682__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev294;1.png,0,10.0
3039,C:\Users\dhiae\RANZ_kaggle\data\-0.9648754596710205__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev321;1.png,0,3.0
10667,C:\Users\dhiae\RANZ_kaggle\data\1.2324999570846558__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev276;1.png,1,6.0
6947,C:\Users\dhiae\RANZ_kaggle\data\0.09806197881698608__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev188;1.png,0,10.0
6946,C:\Users\dhiae\RANZ_kaggle\data\0.09756956249475479__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev740;1.png,0,30.0
4359,C:\Users\dhiae\RANZ_kaggle\data\-1.372816562652588__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev643;1.png,0,30.0
5976,C:\Users\dhiae\RANZ_kaggle\data\-2.5058000087738037__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev411;1.png,1,1.0
2070,C:\Users\dhiae\RANZ_kaggle\data\-0.651948869228363__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev700;1.png,0,10.0
4299,C:\Users\dhiae\RANZ_kaggle\data\-1.3513000011444092__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev170;1.png,1,20.0
7896,C:\Users\dhiae\RANZ_kaggle\data\0.3762073218822479__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev602;1.png,0,3.0
12791,C:\Users\dhiae\RANZ_kaggle\data\2.576900005340576__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev862;1.png,1,20.0
10368,C:\Users\dhiae\RANZ_kaggle\data\1.128499984741211__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev416;1.png,1,1.0
11852,C:\Users\dhiae\RANZ_kaggle\data\1.705399990081787__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev525;1.png,1,20.0
1735,C:\Users\dhiae\RANZ_kaggle\data\-0.5447999835014343__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev518;1.png,1,6.0
4571,C:\Users\dhiae\RANZ_kaggle\data\-1.440999984741211__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev327;1.png,1,1.0
6931,C:\Users\dhiae\RANZ_kaggle\data\0.09427975118160248__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev224;1.png,0,3.0
8506,C:\Users\dhiae\RANZ_kaggle\data\0.5631334185600281__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev264;1.png,0,10.0
6294,C:\Users\dhiae\RANZ_kaggle\data\-2.8153998851776123__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev550;1.png,1,20.0
4660,C:\Users\dhiae\RANZ_kaggle\data\-1.4672809839248657__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev238;1.png,0,3.0
10654,C:\Users\dhiae\RANZ_kaggle\data\1.2287681102752686__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev840;1.png,0,10.0
11009,C:\Users\dhiae\RANZ_kaggle\data\1.3431999683380127__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev298;1.png,1,1.0
215,C:\Users\dhiae\RANZ_kaggle\data\-0.07530076801776886__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev636;1.png,0,10.0
4998,C:\Users\dhiae\RANZ_kaggle\data\-1.5808000564575195__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev735;1.png,1,20.0
1837,C:\Users\dhiae\RANZ_kaggle\data\-0.5760191679000854__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev303;1.png,0,3.0
5473,C:\Users\dhiae\RANZ_kaggle\data\-2.0160999298095703__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev139;1.png,1,20.0
8466,C:\Users\dhiae\RANZ_kaggle\data\0.5532315969467163__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev677;1.png,0,3.0
12509,C:\Users\dhiae\RANZ_kaggle\data\2.3345000743865967__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev858;1.png,1,20.0
1284,C:\Users\dhiae\RANZ_kaggle\data\-0.4086734354496002__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev296;1.png,0,10.0
9046,C:\Users\dhiae\RANZ_kaggle\data\0.7313129901885986__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev682;1.png,0,3.0
5555,C:\Users\dhiae\RANZ_kaggle\data\-2.0968000888824463__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev860;1.png,1,20.0
1326,C:\Users\dhiae\RANZ_kaggle\data\-0.419844388961792__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev908;1.png,0,3.0
10210,C:\Users\dhiae\RANZ_kaggle\data\1.078272819519043__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev393;1.png,0,30.0
6056,C:\Users\dhiae\RANZ_kaggle\data\-2.5678000450134277__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev999;1.png,1,1.0
8785,C:\Users\dhiae\RANZ_kaggle\data\0.646399974822998__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev870;1.png,1,1.0
8607,C:\Users\dhiae\RANZ_kaggle\data\0.5930459499359131__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev278;1.png,0,30.0
9756,C:\Users\dhiae\RANZ_kaggle\data\0.9423159956932068__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev674;1.png,0,30.0
1020,C:\Users\dhiae\RANZ_kaggle\data\-0.3239000141620636__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev784;1.png,1,6.0
5702,C:\Users\dhiae\RANZ_kaggle\data\-2.2506000995635986__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev582;1.png,1,1.0
8284,C:\Users\dhiae\RANZ_kaggle\data\0.49152374267578125__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev953;1.png,0,10.0
3118,C:\Users\dhiae\RANZ_kaggle\data\-0.9901999831199646__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev108;1.png,1,20.0
6013,C:\Users\dhiae\RANZ_kaggle\data\-2.536900043487549__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev173;1.png,1,6.0
12994,C:\Users\dhiae\RANZ_kaggle\data\2.775899887084961__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev323;1.png,1,20.0
8150,C:\Users\dhiae\RANZ_kaggle\data\0.4575842618942261__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev762;1.png,0,30.0
3856,C:\Users\dhiae\RANZ_kaggle\data\-1.2169785499572754__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev210;1.png,0,30.0
1493,C:\Users\dhiae\RANZ_kaggle\data\-0.46970000863075256__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev531;1.png,1,1.0
8512,C:\Users\dhiae\RANZ_kaggle\data\0.5664998292922974__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev733;1.png,0,10.0
7869,C:\Users\dhiae\RANZ_kaggle\data\0.3698045611381531__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev547;1.png,0,10.0
652,C:\Users\dhiae\RANZ_kaggle\data\-0.20569999516010284__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev126;1.p,1,20.0
11311,C:\Users\dhiae\RANZ_kaggle\data\1.444000005722046__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev618;1.png,1,6.0
3017,C:\Users\dhiae\RANZ_kaggle\data\-0.9581999778747559__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev381;1.png,1,6.0
11967,C:\Users\dhiae\RANZ_kaggle\data\1.8149000406265259__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev793;1.png,1,20.0
1569,C:\Users\dhiae\RANZ_kaggle\data\-0.4912797212600708__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev419;1.png,0,3.0
6585,C:\Users\dhiae\RANZ_kaggle\data\-3.1005001068115234__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev157;1.png,1,6.0
5877,C:\Users\dhiae\RANZ_kaggle\data\-2.3993000984191895__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev608;1.png,1,1.0
13403,C:\Users\dhiae\RANZ_kaggle\data\3.141400098800659__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev306;1.png,1,1.0
3300,C:\Users\dhiae\RANZ_kaggle\data\-1.0426304340362549__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev450;1.png,0,3.0
2713,C:\Users\dhiae\RANZ_kaggle\data\-0.8618999719619751__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev363;1.png,1,6.0
9384,C:\Users\dhiae\RANZ_kaggle\data\0.8286895155906677__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev829;1.png,0,30.0
731,C:\Users\dhiae\RANZ_kaggle\data\-0.23344409465789795__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev820;1.png,0,3.0
4275,C:\Users\dhiae\RANZ_kaggle\data\-1.3454999923706055__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev491;1.png,1,20.0
8955,C:\Users\dhiae\RANZ_kaggle\data\0.7019215226173401__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev242;1.png,0,3.0
3307,C:\Users\dhiae\RANZ_kaggle\data\-1.043809175491333__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev907;1.png,0,3.0
11221,C:\Users\dhiae\RANZ_kaggle\data\1.4134999513626099__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev646;1.png,1,1.0
4122,C:\Users\dhiae\RANZ_kaggle\data\-1.2949999570846558__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev765;1.png,1,20.0
4635,C:\Users\dhiae\RANZ_kaggle\data\-1.4580482244491577__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev559;1.png,0,3.0
1668,C:\Users\dhiae\RANZ_kaggle\data\-0.5202974081039429__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev133;1.png,0,10.0
828,C:\Users\dhiae\RANZ_kaggle\data\-0.26061010360717773__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev566;1.png,0,3.0
0,C:\Users\dhiae\RANZ_kaggle\data\-0.0026000000070780516__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev234;1_,1,6.0
11693,C:\Users\dhiae\RANZ_kaggle\data\1.5620793104171753__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev875;1.png,0,30.0
709,C:\Users\dhiae\RANZ_kaggle\data\-0.22668442130088806__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev358;1.png,0,10.0
5444,C:\Users\dhiae\RANZ_kaggle\data\-1.9833999872207642__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev133;1.png,1,6.0
2093,C:\Users\dhiae\RANZ_kaggle\data\-0.6562270522117615__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev883;1.png,0,3.0
11639,C:\Users\dhiae\RANZ_kaggle\data\1.5419985055923462__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev266;1.png,0,10.0
4610,C:\Users\dhiae\RANZ_kaggle\data\-1.4507534503936768__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev914;1.png,0,30.0
361,C:\Users\dhiae\RANZ_kaggle\data\-0.11584407091140747__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev992;1.png,0,3.0
9001,C:\Users\dhiae\RANZ_kaggle\data\0.7179999947547913__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev349;1.png,1,20.0
1760,C:\Users\dhiae\RANZ_kaggle\data\-0.5527999997138977__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev568;1.png,1,20.0
7111,C:\Users\dhiae\RANZ_kaggle\data\0.14681535959243774__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev515;1.png,0,3.0
3478,C:\Users\dhiae\RANZ_kaggle\data\-1.0956385135650635__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev432;1.png,0,10.0
11644,C:\Users\dhiae\RANZ_kaggle\data\1.5450291633605957__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev680;1.png,0,30.0
1827,C:\Users\dhiae\RANZ_kaggle\data\-0.5737960338592529__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev818;1.png,0,30.0
9812,C:\Users\dhiae\RANZ_kaggle\data\0.9581999778747559__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev783;1.png,1,1.0
6457,C:\Users\dhiae\RANZ_kaggle\data\-2.9860999584198__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev596;1.png,1,20.0
976,C:\Users\dhiae\RANZ_kaggle\data\-0.3114108145236969__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev787;1.png,0,3.0
4442,C:\Users\dhiae\RANZ_kaggle\data\-1.4010365009307861__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev624;1.png,0,30.0
3982,C:\Users\dhiae\RANZ_kaggle\data\-1.2518450021743774__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev144;1.png,0,30.0
1035,C:\Users\dhiae\RANZ_kaggle\data\-0.3282357454299927__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev371;1.png,0,30.0
8239,C:\Users\dhiae\RANZ_kaggle\data\0.476500004529953__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev993;1.png,1,20.0
10243,C:\Users\dhiae\RANZ_kaggle\data\1.0872000455856323__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev942;1.png,1,1.0
7651,C:\Users\dhiae\RANZ_kaggle\data\0.3112366795539856__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev900;1.png,0,30.0
5777,C:\Users\dhiae\RANZ_kaggle\data\-2.312999963760376__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev554;1.png,1,1.0
10487,C:\Users\dhiae\RANZ_kaggle\data\1.1696895360946655__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev768;1.png,0,30.0
12057,C:\Users\dhiae\RANZ_kaggle\data\1.9003000259399414__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev827;1.png,1,20.0
12895,C:\Users\dhiae\RANZ_kaggle\data\2.6768999099731445__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev653;1.png,1,1.0
5957,C:\Users\dhiae\RANZ_kaggle\data\-2.478600025177002__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev649;1.png,1,20.0
4138,C:\Users\dhiae\RANZ_kaggle\data\-1.2994999885559082__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev97;1.png,1,20.0
9654,C:\Users\dhiae\RANZ_kaggle\data\0.911910355091095__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev982;1.png,0,10.0
8756,C:\Users\dhiae\RANZ_kaggle\data\0.6373793482780457__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev197;1.png,0,10.0
620,C:\Users\dhiae\RANZ_kaggle\data\-0.19580000638961792__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev959;1.png,1,1.0
4964,C:\Users\dhiae\RANZ_kaggle\data\-1.5645899772644043__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev443;1.png,0,10.0
3851,C:\Users\dhiae\RANZ_kaggle\data\-1.2160859107971191__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev606;1.png,0,10.0
7078,C:\Users\dhiae\RANZ_kaggle\data\0.1387999951839447__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev181;1.png,1,1.0
4125,C:\Users\dhiae\RANZ_kaggle\data\-1.2956944704055786__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev319;1.png,0,10.0
